# BEAST v1.10.4
# Generated Wed Jul 24 13:10:57 BST 2024 [seed=1721823056415]
# -save_every 1000 -save_state results/out/checkpoint.state results/in/input.xml
# keywords: skygrid
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.cutOff	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.nu	CP3.nu	CP1+2.mu	CP3.mu	clock.rate	meanRate	treeLikelihood	branchRates	skygrid
104000	-8432.209021961522	-1003.8785400276363	-7428.330481933886	20.868595957652325	2002.6601711656353	645.0416911459193	0.5828732316806738	4.483843412266902	3.85593456605427	5.289980158383683	4.30888484760042	5.774574583458562	3.494333231216251	4.0686127162046075	5.467215574066144	6.902320475738958	5.302528359792014	8.177187172769736	7.141442652170752	5.701457771512074	3.3386312467947206	7.0	7.073952685207381	7.455865220517995	0.3696843537364987	0.19617620887250092	0.199467702304892	0.23467173508610845	0.0783366016146194	1.1497586071867965	0.3200174988205712	0.6799825011794294	0.48002624823085677	2.039947503538288	5.891593541283367E-4	5.891593541283362E-4	-7428.330481933886	0.0	-997.3575594947025
105000	-8431.160983733696	-1004.0254846987533	-7427.135499034943	22.14185345630889	2001.386913666979	643.1979438284407	0.4210923081979385	4.005252970249192	3.1551077790170754	4.467961619672063	4.490704624132167	3.933147288865053	3.530717171285527	3.971215931826113	6.77197968473944	6.969966030901993	5.819643670405028	8.642725721526713	6.966892887113464	6.474329696103526	3.4304798090042197	7.0	6.1212047601228745	11.518020020893275	0.35260372003844775	0.1951717479990685	0.20584616467793132	0.2463783672845525	0.12363793267062174	1.0736832769704272	0.3903739992321388	0.6096260007678617	0.5855609988482082	1.8288780023035849	5.650864002930795E-4	5.650864002930796E-4	-7427.135499034943	0.0	-997.3772279530881
106000	-8429.244994815406	-996.7656620045843	-7432.479332810823	19.375125251838373	2004.1536418714493	630.9044672885265	0.2406859238482148	2.601060869844322	3.0712441987096373	4.32016288765722	4.8079970754860275	4.817576378632049	2.9187532991896488	4.898763283107877	4.786522139365639	7.4722666786531695	5.0104322371372545	6.51727354890847	7.022627831511249	6.592019063033314	3.416665895125042	7.0	8.041283773340716	10.581012993017072	0.3576197420212479	0.1951717479990685	0.20083014269513116	0.2463783672845525	0.1141297559669086	1.8108407328883154	0.38862058277946326	0.611379417220537	0.5829308741691949	1.834138251661611	6.096712995026241E-4	6.096712995026248E-4	-7432.479332810823	0.0	-988.8748532396652
107000	-8433.563422503124	-991.5087058164135	-7442.054716686711	18.291849596478873	2005.2369175268088	622.831823379843	0.38902355595217114	2.8349819835688463	3.402162756209483	3.8616867969257234	4.674343906769873	4.9821689043573825	3.0114218347063537	4.935116532870551	6.119945757930415	6.611755050462789	4.923186327359979	6.692401968154827	6.91123407714553	7.288293375128389	3.35357755945123	7.0	8.687569827598153	12.895293044963836	0.3576197420212479	0.1951717479990685	0.20083014269513116	0.2463783672845525	0.048482742140892196	1.2629183713343641	0.39649767142209674	0.6035023285779035	0.5947465071331451	1.8105069857337106	6.32010043381158E-4	6.32010043381158E-4	-7442.054716686711	0.0	-983.8165520039734
108000	-8415.428034845434	-988.0797466265261	-7427.348288218907	19.51716376073042	2004.0116033625573	619.996875670628	0.18100910585525473	3.7901772574506594	3.896133750491208	3.720167910946546	5.566737781104121	4.610556509515888	3.097396337370993	4.718678938420515	8.01029323050234	6.3239345762113075	5.385662059053725	7.805462109727785	6.514513315759991	7.679284347150372	3.4412940987190113	7.0	6.370628362366252	12.895293044963836	0.3590736917848482	0.19469023874482574	0.19985770218577356	0.2463783672845525	0.05503545539304997	1.094690043204972	0.3985399309330742	0.6014600690669261	0.5978098963996114	1.8043802072007782	6.250163473755468E-4	6.250163473755472E-4	-7427.348288218907	0.0	-981.9949591414077
109000	-8411.708723786598	-980.0441794396569	-7431.6645443469415	18.596182413848524	2004.9325847094392	617.9106426146333	0.24719003101770468	0.6147328852976238	3.042439655950005	4.3669495016359425	4.32909885059594	4.406469944607847	3.315572583435459	5.168161478501798	5.894039334530922	8.167202823942237	5.3710023811893715	8.420422273418662	8.045033661097152	6.778302300665777	3.3982813100914733	7.0	6.471987186811822	9.200637262422047	0.3590736917848482	0.19891676179204212	0.19985770218577356	0.24215184423733613	0.05503545539304997	1.0859193199030985	0.36404622849858487	0.6359537715014155	0.5460693427478773	1.9078613145042467	6.278913223719188E-4	6.278913223719197E-4	-7431.6645443469415	0.0	-974.274139034292
110000	-8405.051669984276	-983.0760673147525	-7421.975602669522	20.619950974835966	2002.9088161484517	623.5387336933582	0.4006597536374354	2.056248878696208	2.675219301912308	4.285061608434723	5.397094285484647	3.979283029162979	3.310199906279218	5.085184137673626	5.476388443408244	5.628159406671495	5.501641105511138	7.996688419135607	7.2673328783442654	7.649117850918477	3.526161056925792	7.0	7.5827172446307465	10.598130098303757	0.3590736917848482	0.19891676179204212	0.19787186393635905	0.24413768248675063	0.06479903429712787	1.239589152843354	0.39168022352838894	0.6083197764716114	0.5875203352925834	1.8249593294148343	6.72924307143107E-4	6.729243071431077E-4	-7421.975602669522	0.0	-975.9223232249294
111000	-8424.75448163596	-991.5138555299114	-7433.240626106049	21.56656438673009	2001.9622027365576	624.195138418195	0.4006597536374354	3.2227057846831775	3.481990215447569	6.443553984011853	5.484256435690308	3.7485258538204653	3.77889940291002	3.9089875194304358	6.129048539386633	6.238849805427045	4.97161132417162	8.18031320043162	7.391433236359641	6.710826909055969	3.4611148712593054	7.0	7.370744427240428	10.811801917246846	0.358000331600251	0.18833018617950645	0.20845843954889473	0.24521104267134783	0.02003386648563849	1.5517777881906838	0.39102983015449727	0.6089701698455031	0.5865447452317459	1.8269105095365092	6.35789445078725E-4	6.35789445078725E-4	-7433.240626106049	0.0	-983.8861512537619
112000	-8426.757674898501	-980.3287304458083	-7446.428944452693	18.212511305031647	2005.316255818256	610.1695423415415	0.4006597536374354	3.7779636558918126	3.1751051184726773	5.877461621809518	5.142854351503146	3.3760922682759515	3.5729368646398987	3.986695783241209	5.702886141559769	6.449052749540854	6.05407095795836	7.926069710184067	8.724770592107753	6.44849103670207	3.4621079108946757	7.0	4.815092270844757	10.811801917246846	0.3641206264473811	0.18833018617950645	0.2088717427839033	0.23867744458920923	0.020569539986917146	1.5517777881906838	0.37476412709641166	0.6252358729035886	0.5621461906446175	1.875707618710766	6.394224343447022E-4	6.394224343447022E-4	-7446.428944452693	0.0	-973.3320115379657
113000	-8432.114789394935	-993.0608511618328	-7439.053938233103	18.04862600811759	2005.4801411151702	606.3595002229135	0.37247334284765293	3.7779636558918126	3.1751051184726773	5.877461621809518	5.142854351503146	3.3760922682759515	3.5729368646398987	3.986695783241209	5.702886141559769	6.449052749540854	6.05407095795836	7.926069710184067	8.724770592107753	6.44849103670207	3.4621079108946757	7.0	7.440087675160675	10.150169118375151	0.3641206264473811	0.18833018617950645	0.2088717427839033	0.23867744458920923	0.0690329839316011	1.538458460518518	0.38930886180169033	0.6106911381983099	0.5839632927025356	1.8320734145949298	6.505526505690382E-4	6.505526505690387E-4	-7439.053938233103	0.0	-985.5134050770656
114000	-8439.693667581398	-1007.9040530506245	-7431.789614530773	16.759350951756872	2006.7694161715308	602.1169444976766	0.43075904748149746	2.3755227803220365	3.33627529315905	4.337513269744003	4.5956409923862545	3.8696702632445357	4.248978058905839	4.0788242780631245	5.529875082864924	5.552978272338632	5.8589027910223255	6.138417806701156	7.186690145698368	6.144906637564753	3.55117313688897	7.0	7.2501188363381655	10.407044098100288	0.3715519280364278	0.19097384123475114	0.20345034141259438	0.23402388931622678	0.0690329839316011	1.538458460518518	0.36139048486426467	0.6386095151357356	0.542085727296397	1.9158285454072068	6.355417812757368E-4	6.355417812757353E-4	-7431.789614530773	0.0	-1000.2273226137779
115000	-8451.381346081256	-1008.1013767899351	-7443.279969291321	16.147734806950215	2007.3810323163375	597.9807298936205	0.46883748904302736	0.761412555369654	3.049504590345752	4.143181780240286	4.23819119977524	3.5046500170018717	4.23897466024273	3.9216266287872137	6.517253702251168	6.800496285323379	6.952618624139108	6.408249279104176	5.833532190044952	5.7099440039316	3.2309461280197054	7.0	5.975069785995934	10.964421664860536	0.35197432106856524	0.19908042981814375	0.2149213597970643	0.23402388931622678	0.14663359115127889	1.3199612900631563	0.3392714090232213	0.6607285909767789	0.508907113534832	1.982185772930337	7.270684037630356E-4	7.270684037630351E-4	-7443.279969291321	0.0	-1000.7039789322896
116000	-8410.71665684691	-982.8755777751819	-7427.841079071727	16.33410063331988	2007.1946664899679	597.2866334203015	0.35415445588532507	0.7621926482004744	3.7754715156709944	5.763840003800491	5.051843860907308	3.2800323669347673	4.2123566996053405	4.126468226120103	5.83869737557414	5.479780029407149	5.258148572108866	7.168545581297353	6.606565740011727	8.202059421040046	3.3340584131950313	7.0	7.301338653113248	9.254588390658272	0.37246941050642435	0.18163841429578995	0.2149213597970643	0.23097081540072145	0.035113204077392504	1.2623448180707255	0.3588345987103467	0.6411654012896536	0.53825189806552	1.923496203868961	6.617758028720792E-4	6.617758028720787E-4	-7427.841079071727	0.0	-976.1800769389416
117000	-8418.699443887963	-974.0006533563582	-7444.698790531605	16.952969290534128	2006.5757978327536	583.5343553564567	0.6468245453118446	0.6939485527116139	3.0866345055550832	5.124769358093164	4.500485627077876	3.0251752840181982	3.7788554494830797	3.7447646454323347	5.653865229059616	6.204563533495376	5.210095354928662	6.666381784264194	6.576624612438957	7.078914983101919	3.374404233441275	7.0	7.013721527370967	8.770110350401904	0.3568419635078999	0.1821162879935006	0.21444348609935365	0.24659826239924595	0.018877663040152735	1.0161347740316713	0.40955357798230857	0.5904464220176917	0.6143303669734629	1.7713392660530751	6.892502181290695E-4	6.892502181290697E-4	-7444.698790531605	0.0	-967.3491855232181
118000	-8409.55627094855	-971.2756400449289	-7438.280630903621	16.57558567326477	2006.9531814500228	576.9726513164456	0.15306050564231982	2.6774861798937772	2.9865975744670363	5.338226612301247	6.028005592804853	3.000553665121709	5.379208688761231	3.782811712929072	7.011289879387445	6.426348540921525	5.393835582940376	6.399481659834943	5.8966861467572445	8.28182700486645	3.216951746003127	7.0	7.013721527370967	8.770110350401904	0.3568419635078999	0.1821162879935006	0.21444348609935365	0.24659826239924595	0.10416519234628208	1.0465945657590103	0.373587841150663	0.6264121588493371	0.5603817617259945	1.8792364765480114	7.030707714333854E-4	7.03070771433386E-4	-7438.280630903621	0.0	-965.813939611684
119000	-8418.104830866563	-977.6466003082044	-7440.458230558359	18.25213146180457	2005.2766356614832	581.1874856837843	0.13392511236092197	4.964378510501273	3.7129188751514204	6.099387166067685	5.403362185347844	2.6630785957905427	3.347092809763766	4.3135482011375474	9.034257162922774	6.607781538730599	4.97675145804494	6.724261080414863	5.5366234331417	6.263202204558064	3.3034820932860036	7.0	5.342863387391864	12.094057586110699	0.3685660991682679	0.18085578691348747	0.2074753428693682	0.24310277104887654	0.11200924136684932	1.5872625769753275	0.3837281584649631	0.616271841535037	0.5755922376974447	1.848815524605111	6.570945744507219E-4	6.570945744507219E-4	-7440.458230558359	0.0	-971.1006798657802
120000	-8422.558642984093	-993.0031887006851	-7429.555454283408	18.018741545745975	2005.5100255775417	588.4925471141974	0.2130404402288063	3.6261727327831537	3.80418114813572	8.208409743425666	5.170386640159016	2.7794740663338717	4.8368384619372975	4.101543900008579	6.84682577431941	7.772258351212925	4.834374169811606	7.901187014814104	5.556263174420098	6.9575229216131795	3.4665776081263004	7.0	5.005350241345082	10.198940257576155	0.3561554454583769	0.1901460932351373	0.20664821149803267	0.24705024980845322	0.033035107819327045	1.4176425797638135	0.37939779463645706	0.6206022053635433	0.5690966919546856	1.8618066160906297	6.266767351558037E-4	6.266767351558037E-4	-7429.555454283408	0.0	-986.9497523528433
121000	-8408.71395344605	-972.6219347654051	-7436.092018680644	17.434180693638393	2006.0945864296493	582.7650072723704	0.058256448134713326	0.7957002998073253	3.3804089460622215	5.446535790988275	5.909388112303413	3.1242263140961013	3.9085692726127466	3.9333955490277295	7.524332053132844	7.8303834433544015	5.32308542277793	6.543835480261674	5.745531494249337	5.708624539829379	3.3879370628233665	7.0	6.400173994308632	10.71960642208502	0.3697830496032789	0.1950347107164678	0.20406193012436968	0.23112030955588372	0.02205523944627812	1.0652642963734131	0.392967900357799	0.6070320996422014	0.5894518505366985	1.8210962989266042	6.481330810780427E-4	6.481330810780421E-4	-7436.092018680644	0.0	-968.106141538004
122000	-8387.338504090372	-959.8767326203773	-7427.461771469994	16.900764201228977	2006.6280029220588	579.7384290551104	0.11630832367659626	3.768634803939023	3.31750097995219	4.6155703559074714	5.1395897306803064	2.7202692545730196	3.7879335467882402	4.417947347638217	9.277103420334122	7.663863564777117	5.545662693881091	8.489285060255709	5.679561036024515	7.619555921384924	3.2468813106905294	7.0	6.307863595391057	12.398740437771997	0.3697830496032789	0.18925160690187834	0.20406193012436968	0.2369034133704732	0.08667822864974438	1.359380161054356	0.41892580884363184	0.5810741911563685	0.6283887132654478	1.7432225734691054	6.925618283659223E-4	6.92561828365922E-4	-7427.461771469994	0.0	-953.6354958547055
123000	-8407.536815867777	-970.9707082293314	-7436.566107638446	19.6592289692086	2003.869538154079	588.8303923761899	0.11752579905934765	5.777130273502588	4.430008488978597	6.306308741366178	4.950135528725216	2.8275798126755403	3.5034463147674284	4.05578597086606	7.173950303901338	6.20980142320799	5.297594555192539	6.953537204423647	5.864967969144477	8.7852532543353	3.2710596515467714	7.0	5.49345437454153	10.91729015907456	0.3697830496032789	0.19155075026877422	0.20406193012436968	0.2346042700035773	0.018643033086816845	1.7592319606847506	0.3414966686356067	0.6585033313643937	0.51224500295341	1.9755099940931808	6.519845206777163E-4	6.519845206777167E-4	-7436.566107638446	0.0	-964.5632565685926
124000	-8408.873943482788	-977.4602059379987	-7431.413737544788	19.90035224750002	2003.6284148757877	589.0832589260834	0.7525379358882457	2.7762555789130103	3.5288467918993613	4.910756774103406	5.722980723050103	3.2724533444124524	3.509438634214723	4.345440116258744	6.052169989372674	5.760402915063767	5.596059192253021	5.717555809492614	7.013765705444211	6.626444190488196	3.4329613460858956	7.0	7.399811214728751	10.91729015907456	0.3697830496032789	0.19155075026877422	0.20406193012436968	0.2346042700035773	0.05148340647283637	1.7644713645871273	0.3466187910810068	0.6533812089189937	0.5199281866215102	1.960143626756981	6.243293140271712E-4	6.243293140271716E-4	-7431.413737544788	0.0	-968.6986043592218
125000	-8394.170074944983	-954.8765084459013	-7439.293566499082	17.158523102322373	2006.3702440209654	566.0850258546293	0.6686394896546521	2.7062258331443787	3.9482588785287054	3.9702962691438577	5.216489830800858	2.928450086494924	3.7287656786991437	4.313914731321007	5.69253157221906	6.528251991137673	5.19899743776444	5.772587868251374	7.571695481047374	8.270888666006655	3.3931740055869857	7.0	7.399811214728751	9.468912220907686	0.3697830496032789	0.19155075026877422	0.2079908685110294	0.23067533161691758	0.014548412942109467	1.2228572743567492	0.3654210722393233	0.6345789277606773	0.5481316083589849	1.9037367832820318	7.454837790040795E-4	7.454837790040791E-4	-7439.293566499082	0.0	-947.4898652119138
126000	-8392.219216736214	-952.7746928889275	-7439.444523847285	17.481530097331074	2006.0472370259567	558.4928693367905	0.458976924058959	3.380600504544133	3.09761275509684	3.6909266297812406	4.8723363625035345	2.751353915056698	3.347517802359069	4.650973541747373	5.979143278746333	6.546326473821331	5.634134365854516	5.192910201098423	6.314302040921335	6.672275194789289	3.1387237916288746	7.0	5.226454840768936	8.606186836644929	0.36544314966987923	0.1923478731426517	0.19999321372600068	0.2422157634614685	0.10374462835205749	1.2228572743567492	0.3751966364491543	0.6248033635508462	0.5627949546737314	1.8744100906525385	6.839833691586849E-4	6.839833691586871E-4	-7439.444523847285	0.0	-946.3628540907498
127000	-8390.999332316866	-939.6650614446772	-7451.334270872188	18.534288619824597	2004.9944785034631	558.0758648288681	0.458976924058959	4.211821784725857	2.646204434532309	3.8404268158544532	5.3113341617042895	2.826657357017899	3.5850519237287157	4.639656213375682	6.120582144811035	7.149821050878686	4.849974499180851	5.028908467498586	6.304763724349483	6.53803751063747	3.1602579219536047	7.0	5.505544594832468	8.606186836644929	0.36068678548733407	0.17228848950631862	0.1991572722907014	0.26786745271564605	0.10399233481861274	0.9641966253124695	0.4272451417916271	0.5727548582083734	0.6408677126874407	1.71826457462512	7.23350432006761E-4	7.233504320067601E-4	-7451.334270872188	0.0	-933.6453562055992
128000	-8391.125791965675	-927.110950883906	-7464.014841081769	17.47260919318732	2006.0561579301004	548.3062245685535	0.2230817880161186	3.316559466736308	3.418838009993685	4.338235048904955	5.959143178256619	2.8200827657892202	3.14349330326644	5.076342645396185	8.64671439833516	5.990276409448966	5.086486195763292	6.622907488741706	6.513193048905473	6.418075366391568	3.1546229238801407	7.0	6.191789072921843	8.029649384991783	0.3784423925662375	0.16019660101041375	0.2094723953778382	0.2518886110455107	0.04548236658195379	1.0736398474724371	0.3584656853087434	0.641534314691257	0.5376985279631151	1.9246029440737709	6.963569866677303E-4	6.963569866677311E-4	-7464.014841081769	0.0	-921.6864118272017
129000	-8372.504970949272	-924.1997886748833	-7448.305182274389	18.074320990898293	2005.4544461323894	548.4564449367418	0.23267045409111078	2.976142673088597	4.060852777622529	4.262066694643865	5.043222626387587	2.7446155675766892	3.2807677225421825	4.279481928509265	8.661761675912416	8.283184970293501	5.225703113990476	7.078928138804508	6.356014036649665	7.648600387208982	2.9888867318532975	7.0	5.380526502511563	10.307872306321686	0.3784423925662375	0.18143123690086616	0.19611597717125254	0.24401039336164396	0.0052506591896046674	1.9858475253844206	0.4030625319777985	0.596937468022202	0.6045937979666978	1.7908124040666062	7.403876688673375E-4	7.403876688673383E-4	-7448.305182274389	0.0	-916.6997205251914
130000	-8367.546227264434	-918.2920791796909	-7449.254148084743	16.863373370996637	2006.665393752291	536.912296620641	0.2556664230069448	4.834311438902993	3.7042872227067405	3.6406408701426423	5.585961858753517	2.882669920076186	2.677679456205883	5.366805788030211	7.557043609506945	9.43959039089879	5.236470043822719	5.561671790367516	7.176108866101536	7.297871097100119	2.9626547547903606	7.0	7.119517091403529	12.303777779004504	0.37984491226236	0.18143123690086616	0.192311851815674	0.24641199902110006	0.014293631865171194	1.3790147608611931	0.3928483118891648	0.6071516881108356	0.5892724678337472	1.821455064332507	7.410159331160727E-4	7.410159331160724E-4	-7449.254148084743	0.0	-911.1250165058048
131000	-8399.307755688118	-950.6545959005318	-7448.6531597875855	16.690528567696113	2006.8382385555915	539.1046903151247	0.30616625014985843	3.6987469531093344	4.757565241139853	3.8468917910713447	4.573064021467744	2.8712133283953998	2.4229289520803623	5.859667475872362	7.423283001658549	8.36350545645503	4.618544241734086	5.8367410245071465	6.063474688684889	7.318173961829783	3.0578788206755747	7.0	5.348768802516938	10.0934920636446	0.37984491226236	0.18905518888140443	0.1807063777812941	0.25039352107494167	0.11688370384262019	2.1808130415980784	0.4179669878771848	0.5820330121228156	0.6269504818157772	1.7460990363684465	6.93313348672351E-4	6.933133486723512E-4	-7448.6531597875855	0.0	-942.3708752624971
132000	-8387.372403985817	-948.5333028552993	-7438.8391011305175	17.40531793377714	2006.1234491895107	537.7030506909803	0.1741675283037353	2.614723414334214	4.010593462726184	4.266656133823116	5.058790735414725	2.898466224661686	2.740357253734356	5.076165502493243	10.240328266830968	8.323747129367318	5.286474322590732	5.780395459777201	6.253916688435168	6.819119775915101	3.2304790561765344	7.0	5.620245840454547	8.704434367863362	0.3759840695075912	0.18905518888140443	0.19758805138365731	0.23737269022734722	0.06326659465082628	1.3549901390934989	0.41121236739678296	0.5887876326032174	0.6168185510951745	1.7663628978096524	6.853636459899018E-4	6.85363645989901E-4	-7438.8391011305175	0.0	-942.7754659859446
133000	-8369.91374594688	-931.7777546853993	-7438.135991261481	16.556475823510294	2006.9722912997775	521.0205049047593	0.14631788133508625	2.5227189760186994	4.222742955850366	3.409629627606818	5.291527563352574	2.360789698732602	2.7855145338005536	5.1895466995484165	5.5925559155424125	7.5659843886884	4.72450792690141	5.924897249478511	6.4947486392178995	5.813114450771508	3.0483081167618997	7.0	7.273510537100741	8.965942036089416	0.3481409986774562	0.1934473025132018	0.20626037913580728	0.252151319673535	0.06095500148812217	1.4702271867775778	0.35554412856383977	0.6444558714361607	0.5333161928457597	1.933367614308482	6.848540149606604E-4	6.848540149606604E-4	-7438.135991261481	0.0	-925.5135227900126
134000	-8369.371017812991	-931.501815849434	-7437.869201963556	15.480640449568956	2008.0481266737188	522.4020373711786	0.21432989856647594	2.367041515008126	4.422491337324844	4.965457640639093	5.802600867223395	2.9234997168061123	2.2709634041435	7.751358070207496	6.595076489501823	5.5915292758161375	5.292994296672971	6.299535446565883	6.915926111623729	6.12378237393145	2.862568574533161	7.0	5.44348309429203	9.617322529249217	0.3426173246025857	0.19897097658807228	0.20626037913580728	0.252151319673535	0.004545038831250123	1.6997671097435112	0.39970228198583546	0.6002977180141649	0.5995534229787531	1.8008931540424946	7.257834793620302E-4	7.257834793620299E-4	-7437.869201963556	0.0	-924.7801049302476
135000	-8354.642425239012	-913.8369346461616	-7440.805490592849	13.692008424562662	2009.8367586987251	503.60042225385024	0.21432989856647594	2.74017764839688	3.938970299784487	4.378035653505783	4.505403264782594	2.6004451503550454	2.6905740892212817	6.303830119782025	8.119595684029994	5.421194543520985	4.566677787304697	5.811392701941164	6.589986860995139	7.206498547354662	2.8657348864394105	7.0	8.149297591555431	9.617322529249217	0.36375073850178447	0.17847270370600912	0.20562523811867167	0.252151319673535	0.004545038831250123	1.2051936935464074	0.40579951985177587	0.5942004801482245	0.6086992797776638	1.7826014404446733	7.278620948171587E-4	7.278620948171595E-4	-7440.805490592849	0.0	-907.4622643837309
136000	-8369.649532434138	-923.3754206881584	-7446.27411174598	14.494349090337105	2009.0344180329505	506.43280628503425	0.23369080797782493	3.311557257611832	4.912124365337908	4.516656263128607	4.181261507544969	2.748901852963756	2.7682716626354997	6.631017342022384	7.0257077343793215	5.420142258059034	5.211811687916712	5.724555441021376	6.252385328097993	6.539352702861322	2.9495583622152886	7.0	6.578177353300541	10.481665294991037	0.35593113351931543	0.17847270370600912	0.2269744462027351	0.23862171657194062	0.02083739531426095	1.1914912340725543	0.3952681194270144	0.6047318805729861	0.5929021791405216	1.8141956417189582	7.634835805112976E-4	7.634835805112994E-4	-7446.27411174598	0.0	-917.0599301929625
137000	-8338.693567229713	-905.9933275503937	-7432.700239679319	13.883743298348652	2009.645023824939	500.44394237584004	0.23369080797782493	2.546609530993139	3.840382103185431	4.983173446390225	4.682642453477047	2.4064377371359664	2.9858346112315703	5.019148615045703	6.6615282603664205	6.101714446226187	4.8936003649224356	6.190320761192995	6.798572275403876	6.1473042934816995	2.780824118155284	7.0	5.732078712321032	8.39464903444822	0.3685727218570287	0.18213965598041934	0.2184576500375284	0.2308299721250238	0.12489625093891236	0.9594426274415154	0.33658409339455897	0.6634159066054415	0.5048761400918385	1.9902477198163244	7.677915103170145E-4	7.677915103170138E-4	-7432.700239679319	0.0	-900.5349987608314
138000	-8378.129296409887	-924.5305029315922	-7453.598793478295	13.196063061178837	2010.3327040621089	491.6254275405213	0.6199425381647045	1.4394030594730214	3.90216298328423	4.892247579150926	5.065590328546749	2.4853633359917837	2.709423766561782	4.387284933523543	6.157064006769419	5.757289496045746	4.320408847439716	6.598530625992483	8.050026238311228	6.068497020994339	2.7555359813709703	7.0	6.206033091334767	10.70709879535145	0.3685727218570287	0.17242282521270477	0.20208252215889008	0.25692193077137665	0.05094488917163787	1.40006965917202	0.35023143109703553	0.649768568902965	0.5253471466455533	1.9493057067088948	7.672805740607702E-4	7.672805740607696E-4	-7453.598793478295	0.0	-916.8050072515645
139000	-8334.24640612049	-891.8498352830945	-7442.396570837396	14.139420168833649	2009.3893469544541	479.904749701624	0.14232778143949093	0.9631961764006919	3.8345758071305527	4.117167642097444	4.689992721952516	2.386581892060346	4.018166787835947	4.118058126503278	6.590059168808628	6.570095105047248	4.521695115191682	5.87573131440615	6.7277246980579575	6.480196393258093	2.5486263153094324	7.0	6.6705834982234835	10.425350527738546	0.3650911376845277	0.17242282521270477	0.2032964658629558	0.25918957123981196	0.033340601227357554	0.949554991009939	0.3556442123647505	0.6443557876352499	0.5334663185471258	1.9330673629057498	7.943428501079578E-4	7.943428501079574E-4	-7442.396570837396	0.0	-886.4355322490694
140000	-8334.151009073943	-907.6037326971775	-7426.547276376765	16.79881484516766	2006.72995227812	477.86534962425054	0.1981907821351988	1.4941070208085687	3.158008302486493	4.077036104912362	4.559416583978462	2.4037553046993674	3.383805824790213	4.193952496689665	8.072808292563554	7.356530582021243	5.3138693844997285	5.974348476331956	7.650168248018121	5.8312189387098154	2.6763651502460193	7.0	5.468975117424485	9.018135953079668	0.3710390498419466	0.18620536433504006	0.2032964658629558	0.2394591199600578	0.10402631485331323	1.158653636846233	0.3966689988666743	0.6033310011333262	0.5950034983000114	1.8099930033999785	8.578417210244834E-4	8.57841721024484E-4	-7426.547276376765	0.0	-901.7928597283163
141000	-8346.377400096459	-907.6372198808888	-7438.740180215569	15.668883091992639	2007.859884031295	479.2728457988354	0.218250130374767	0.692284883723741	3.3724681390876627	4.6908071602750585	5.190074957028958	2.708135287102572	3.260060182932653	4.120097705687991	5.717392615209542	6.221250828480966	4.70143750256694	6.017599575313692	6.146712397928278	5.410815719339528	2.909717260252404	7.0	5.076466953018893	7.478915359851115	0.3652743435018834	0.19197007067510324	0.2032964658629558	0.2394591199600578	0.08859412652274351	0.969643460282533	0.39749954122681574	0.6025004587731848	0.5962493118402237	1.8075013763195544	7.555524733331598E-4	7.555524733331596E-4	-7438.740180215569	0.0	-902.6772733016546
142000	-8333.176848018033	-890.9281646923611	-7442.248683325672	14.327892976344051	2009.2008741469438	464.54106660100086	0.32416295270681367	2.592168855626724	4.7339018478037245	2.662650555537962	5.144885501431834	2.871656296428342	3.5790711744945733	4.204793225590567	5.748134126993937	5.982078724489426	4.732154480138748	7.082556571037194	6.068898948825165	5.454217339460548	2.609416728877651	7.0	5.076466953018893	9.272594552435917	0.36613730675369555	0.19197007067510324	0.2032964658629558	0.23859615670824566	0.12803623434932584	1.2959230498625092	0.39165820404902507	0.6083417959509754	0.5874873060735376	1.8250253878529261	8.778003599463325E-4	8.778003599463344E-4	-7442.248683325672	0.0	-884.3361948709046
143000	-8317.615025262246	-887.245283484086	-7430.3697417781605	13.94865842113169	2009.580108702156	455.1963011638834	0.32416295270681367	0.629848520985987	4.993578125392808	3.700234604365664	4.329035726739245	2.8618405846630326	3.1109288546147953	3.4386756632679463	4.8618147113696635	6.132365805829853	4.366022802199787	6.057605460555977	6.14488026930397	5.515094135597559	2.644590074037367	7.0	6.3189366221921714	9.294340956159546	0.3752720872082403	0.19367138913448428	0.2032964658629558	0.22776005779431988	0.12803623434932584	1.4573899730003692	0.41510803476097524	0.5848919652390252	0.6226620521414629	1.7546758957170756	8.352267235644557E-4	8.352267235644557E-4	-7430.3697417781605	0.0	-880.0466813949929
