# BEAST v1.10.4
# Generated Wed Jul 24 13:10:57 BST 2024 [seed=1721823056415]
# -save_every 1000 -save_state results/out/checkpoint.state results/in/input.xml
# keywords: skygrid
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.cutOff	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.nu	CP3.nu	CP1+2.mu	CP3.mu	clock.rate	meanRate	treeLikelihood	branchRates	skygrid
23000	-10369.236423990016	-1176.0161464796943	-9193.220277510321	23.8015028098119	1999.7272643134759	883.2640711691342	0.6500866420397454	3.5162317953994524	4.577214686414317	5.572453142535217	5.91021159371889	4.778185514008897	4.985117359357234	6.618527161318154	5.505430268477591	5.513968752858694	8.39044129976566	7.756336401152825	6.351236707930482	5.435480303566679	4.328483973954006	7.0	5.420442255255268	9.841443758344479	0.37060084226498596	0.20111187656890092	0.19469781753660084	0.23358946362951238	0.10291145657431805	0.5082960381293867	0.46621610869097646	0.5337838913090243	0.6993241630364647	1.6013516739270728	7.730463468124869E-4	7.73046346812487E-4	-9193.220277510321	0.0	-1170.2634114419768
24000	-10200.885741136068	-1189.156769438683	-9011.728971697385	23.917602270578243	1999.6111648527094	920.8565600670703	0.714948728900109	4.0828466570375985	4.8798580090877755	5.377381849999405	5.429954016177173	4.93296310160472	4.802267855139263	5.967456855018785	5.059562885975627	5.465653104811971	6.912100981525449	6.104843369987754	6.78898541222481	6.200446442740599	4.332161145047329	7.0	4.763226917656853	9.841443758344479	0.3565458251588334	0.20111187656890092	0.19411470104961923	0.24822759722264656	0.09085282706060814	0.4222207644335623	0.506266150156009	0.49373384984399166	0.7593992252340134	1.481201549531975	7.173519899633345E-4	7.17351989963335E-4	-9011.728971697385	0.0	-1183.766677735119
25000	-10022.405641445372	-1183.9529282101441	-8838.452713235227	22.664590696002474	2000.8641764272852	921.1272312528654	1.1518288911042838	6.176434770710044	5.265397187849639	5.328966496160243	6.212775301784562	5.056090496352459	5.5871138672744545	5.414604691275915	5.223505024915105	5.798039841709504	6.0285308618467575	7.3094952159025075	6.947513205912215	6.051476895312628	4.470760834257345	7.0	4.763226917656853	9.841443758344479	0.3565458251588334	0.18707406778702132	0.20815250983149883	0.24822759722264656	0.07372649497282988	0.5566536802851072	0.46460919561650865	0.5353908043834921	0.696913793424763	1.6061724131504762	6.512070028932902E-4	6.512070028932909E-4	-8838.452713235227	0.0	-1177.96061815228
26000	-9869.638635612351	-1170.4313378947768	-8699.207297717574	21.68334237802453	2001.8454247452632	914.4015073627215	0.7236194474851256	3.80466203892639	4.353203938345366	6.1854106366919535	5.604634693908047	5.435098017214167	5.071702327408752	5.769253479103671	5.471532272084523	6.11652696878568	6.317102090895745	5.904007315110685	8.162866593186147	6.543798279864489	4.223342300672263	7.0	5.202427047504926	10.144440173481927	0.3629863488171653	0.18063354412868937	0.20815250983149883	0.24822759722264656	0.06778023895585662	0.5566536802851072	0.4529990926945544	0.5470009073054463	0.6794986390418316	1.6410027219163388	6.525161244673662E-4	6.525161244673671E-4	-8699.207297717574	0.0	-1164.7362998526828
27000	-9762.199633366348	-1171.1247667455577	-8591.074866620791	22.566091761312606	2000.962675361975	923.5070744963346	0.7541542718026323	7.374008177798616	7.442451575408856	7.731436164142114	6.342855713444705	5.53462059173421	5.001918932558636	5.134411046393189	5.483308340202864	6.003935966280619	6.864339684865791	6.533831073033429	7.15438142339318	6.4236184550135285	4.291334237812562	7.0	5.350635207049539	10.144440173481927	0.3637321081211412	0.18578954894811586	0.20815250983149883	0.2423258330992442	0.03731774415733015	0.6550634493532537	0.408487210392691	0.5915127896073097	0.6127308155890365	1.7745383688219292	6.204307284573834E-4	6.204307284573827E-4	-8591.074866620791	0.0	-1165.2663562356192
28000	-9614.31379413976	-1164.8601706819893	-8449.45362345777	26.261642474471056	1997.2671246488167	895.6537765519627	1.4751998515448481	7.374008177798616	7.442451575408856	7.731436164142114	6.342855713444705	5.53462059173421	5.001918932558636	5.134411046393189	5.483308340202864	6.003935966280619	6.864339684865791	6.533831073033429	7.15438142339318	6.4236184550135285	4.291334237812562	7.0	6.293741416876436	11.680262071001748	0.3637321081211412	0.18578954894811586	0.20968717161217254	0.24079117131857047	0.024176302540571945	0.6587308763257035	0.40766407477957095	0.5923359252204295	0.6114961121693564	1.7770077756612888	5.954355240387773E-4	5.954355240387775E-4	-8449.45362345777	0.0	-1157.8873352328292
29000	-9512.11333772604	-1185.2647052798263	-8326.848632446214	25.257375781740294	1998.2713913415473	913.9297834605906	1.4069254070964892	7.374008177798616	7.442451575408856	7.731436164142114	6.342855713444705	5.53462059173421	5.001918932558636	5.134411046393189	5.483308340202864	6.003935966280619	6.864339684865791	6.533831073033429	7.15438142339318	6.4236184550135285	4.291334237812562	7.0	6.293741416876436	10.328861044154712	0.3562009132122464	0.18729904185773263	0.2157088736114506	0.24079117131857047	0.0063489928212583395	0.5602714770071984	0.40168322348080976	0.5983167765191908	0.6025248352212147	1.7949503295575724	5.431348429731894E-4	5.43134842973189E-4	-8326.848632446214	0.0	-1178.8976829595035
30000	-9439.891183472486	-1163.6056469711116	-8276.285536501375	25.364779375901822	1998.1639877473858	888.6168199416858	0.570631336001033	7.374008177798616	7.442451575408856	7.731436164142114	6.342855713444705	5.53462059173421	5.001918932558636	5.134411046393189	5.483308340202864	6.003935966280619	6.864339684865791	6.533831073033429	7.15438142339318	6.4236184550135285	4.291334237812562	7.0	5.175647409190773	10.328861044154712	0.3562009132122464	0.18729904185773263	0.2157088736114506	0.24079117131857047	0.032286719390806	0.5882992132639965	0.4164567030364599	0.5835432969635407	0.6246850545546898	1.7506298908906222	6.092639580991758E-4	6.092639580991759E-4	-8276.285536501375	0.0	-1158.2049840214909
31000	-9358.072698106342	-1139.5226637725457	-8218.550034333795	30.450017888530848	1993.078749234757	890.7308845907895	1.0089543393323839	7.374008177798616	7.442451575408856	7.731436164142114	6.342855713444705	5.53462059173421	5.001918932558636	5.134411046393189	5.483308340202864	6.003935966280619	6.864339684865791	6.533831073033429	7.15438142339318	6.4236184550135285	4.291334237812562	7.0	7.799140429120057	10.075796033808423	0.3562009132122464	0.18585988847819712	0.2157088736114506	0.242230324698106	0.053791834668202525	0.5913261296052418	0.42355521973128984	0.5764447802687107	0.6353328295969347	1.7293343408061321	5.102496845053119E-4	5.102496845053114E-4	-8218.550034333795	0.0	-1133.092864590424
32000	-9282.678583276733	-1140.049992390914	-8142.628590885819	26.067728866267792	1997.46103825702	860.3183789156094	1.336599786492574	3.937480808251369	3.8869732258241765	5.69739382797583	5.744283479181279	4.735146203278033	4.433212034535657	4.970405578565024	4.675953437051256	6.26344119439255	6.631930984147235	7.005577921915945	7.1624182504943334	6.530529038697896	4.150822762020541	7.0	5.434313482688605	9.091377880658277	0.3792426383410171	0.18574513861239367	0.2033178717592395	0.23169435128734986	0.07392450499138614	0.54206719948405	0.3866003935893714	0.6133996064106293	0.5799005903840572	1.8401988192318879	5.525252399222161E-4	5.52525239922216E-4	-8142.628590885819	0.0	-1134.0680160789345
33000	-9186.98983152846	-1132.2087342010363	-8054.7810973274245	22.40097612877523	2001.1277909945125	847.5748774391476	0.6965065973997735	4.194960022069485	4.709038601645799	5.654202670823724	5.532637227291695	4.893813139980734	4.151144357157265	5.02082199976142	5.3586559214497145	6.3090753281948775	6.957090872992739	7.651058426763813	6.578845527796703	6.599881128391984	4.064027344599654	7.0	5.434313482688605	8.72741534465259	0.3792426383410171	0.1783538901808525	0.21070912019078067	0.23169435128734986	0.05726285638158259	1.0142884742346105	0.4341411172122962	0.5658588827877044	0.6512116758184443	1.6975766483631132	5.689395258619786E-4	5.689395258619785E-4	-8054.7810973274245	0.0	-1126.0103563956668
34000	-9133.28329373265	-1133.0156883555467	-8000.267605377103	23.731144082665587	1999.797623040622	844.7770504517376	0.5384427606237556	5.589630952902814	4.242408773324742	7.204625539866372	5.045244054778032	4.9508635851931455	4.150666762685081	5.371461705108617	5.777783989822836	5.479771067766544	7.173006849941417	6.304515245617037	7.780560048810752	7.435988578778499	4.067525913941809	7.0	5.078350050971632	9.515667478145422	0.3537997568589513	0.19027001673574973	0.2065785397436539	0.2493516866616452	0.037025156480063194	0.9172086019021287	0.4010361496786573	0.5989638503213434	0.6015542245179859	1.79689155096403	5.522572352345697E-4	5.522572352345696E-4	-8000.267605377103	0.0	-1127.28105080985
35000	-9115.04342438008	-1135.3553398374763	-7979.688084542603	22.568897319867748	2000.95986980342	854.4948188494473	0.6623659698154244	4.719794478900132	4.7512312816595434	6.082466563909287	5.510447290376832	4.649833711922776	4.535392904337139	5.59518797054705	5.829597439395744	5.280048280884454	7.1866456282955165	7.050614843435659	7.259493486897366	6.973175412299753	4.139437521825145	7.0	7.8770940805932925	8.662258184262432	0.3537997568589513	0.19027001673574973	0.2065785397436539	0.2493516866616452	0.05079398509095811	0.9590324498158236	0.3896333759283025	0.6103666240716982	0.5844500638924537	1.8310998722150944	5.285461495655986E-4	5.285461495655989E-4	-7979.688084542603	0.0	-1128.8352842169602
36000	-9033.899599256374	-1115.3684128871387	-7918.531186369235	25.767444313588936	1997.7613228096989	846.2221917164289	0.410108411049378	2.9896581156642443	4.243693499862087	6.030503980381719	5.011291114423399	4.3393006827040494	3.842433068231494	5.227333605970301	5.464601895660129	5.25463037676666	6.675253841001641	8.046014231590178	8.148216462521813	6.362098531284839	4.082531381467278	7.0	4.895945449372133	8.597944655803353	0.3537997568589513	0.19414656606595695	0.2228017269471817	0.22925195012791016	0.01486028907999996	1.0284780429229674	0.429625617019014	0.5703743829809865	0.6444384255285209	1.7111231489429595	5.441902614949254E-4	5.441902614949254E-4	-7918.531186369235	0.0	-1109.972153679694
37000	-8938.34799790341	-1109.0816872215971	-7829.266310681812	25.35328395176169	1998.175483171526	837.527912227997	0.19282284417673523	7.007330526607099	3.596127906302642	8.079712176470231	5.004941405635077	4.964762227052604	4.628837713609068	5.877514275493804	6.54415668925525	5.261724783614628	7.041792237815022	8.846303910026123	7.56141996632798	6.683410701936371	4.056543159370044	7.0	6.3154551604137685	12.038884301958308	0.3597822934807565	0.21096909554894477	0.20597919746419388	0.223269413506105	0.008367214202649045	1.0284780429229674	0.37324829242717805	0.6267517075728223	0.5598724386407671	1.880255122718467	5.580123322075388E-4	5.580123322075389E-4	-7829.266310681812	0.0	-1103.435810252592
